Województwo,Przestępstwo,Kwartał,Rok,Liczba
POMORSKIE,o charakterze gospodarczym,1 kwartał,2020,2552.0
ŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2020,21816.0
ŚWIĘTOKRZYSKIE,o charakterze gospodarczym,1 kwartał,2020,4408.0
WARMIŃSKO-MAZURSKIE,o charakterze gospodarczym,1 kwartał,2020,1186.0
WIELKOPOLSKIE,o charakterze gospodarczym,1 kwartał,2020,5626.0
ZACHODNIOPOMORSKIE,o charakterze gospodarczym,1 kwartał,2020,1841.0
POLSKA,o charakterze gospodarczym,1 kwartał,2021,74546.0
DOLNOŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2021,4582.0
KUJAWSKO-POMORSKIE,o charakterze gospodarczym,1 kwartał,2021,2841.0
LUBELSKIE,o charakterze gospodarczym,1 kwartał,2021,2023.0
LUBUSKIE,o charakterze gospodarczym,1 kwartał,2021,3826.0
ŁÓDZKIE,o charakterze gospodarczym,1 kwartał,2021,3212.0
MAŁOPOLSKIE,o charakterze gospodarczym,1 kwartał,2021,11842.0
MAZOWIECKIE,o charakterze gospodarczym,1 kwartał,2021,8238.0
OPOLSKIE,o charakterze gospodarczym,1 kwartał,2021,1613.0
PODKARPACKIE,o charakterze gospodarczym,1 kwartał,2021,3924.0
PODLASKIE,o charakterze gospodarczym,1 kwartał,2021,1060.0
POMORSKIE,o charakterze gospodarczym,1 kwartał,2021,5175.0
ŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2021,16347.0
ŚWIĘTOKRZYSKIE,o charakterze gospodarczym,1 kwartał,2021,1683.0
WARMIŃSKO-MAZURSKIE,o charakterze gospodarczym,1 kwartał,2021,1087.0
WIELKOPOLSKIE,o charakterze gospodarczym,1 kwartał,2021,4814.0
ZACHODNIOPOMORSKIE,o charakterze gospodarczym,1 kwartał,2021,2279.0
POLSKA,o charakterze gospodarczym,1 kwartał,2022,83404.0
DOLNOŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2022,5054.0
KUJAWSKO-POMORSKIE,o charakterze gospodarczym,1 kwartał,2022,3915.0
LUBELSKIE,o charakterze gospodarczym,1 kwartał,2022,2293.0
LUBUSKIE,o charakterze gospodarczym,1 kwartał,2022,1290.0
ŁÓDZKIE,o charakterze gospodarczym,1 kwartał,2022,5326.0
MAŁOPOLSKIE,o charakterze gospodarczym,1 kwartał,2022,11072.0
MAZOWIECKIE,o charakterze gospodarczym,1 kwartał,2022,10710.0
OPOLSKIE,o charakterze gospodarczym,1 kwartał,2022,1162.0
PODKARPACKIE,o charakterze gospodarczym,1 kwartał,2022,2298.0
PODLASKIE,o charakterze gospodarczym,1 kwartał,2022,2221.0
POMORSKIE,o charakterze gospodarczym,1 kwartał,2022,3606.0
ŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2022,24065.0
ŚWIĘTOKRZYSKIE,o charakterze gospodarczym,1 kwartał,2022,2223.0
WARMIŃSKO-MAZURSKIE,o charakterze gospodarczym,1 kwartał,2022,1189.0
WIELKOPOLSKIE,o charakterze gospodarczym,1 kwartał,2022,5744.0
ZACHODNIOPOMORSKIE,o charakterze gospodarczym,1 kwartał,2022,1236.0
POLSKA,o charakterze gospodarczym,1 kwartał,2023,76332.0
DOLNOŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2023,5234.0
KUJAWSKO-POMORSKIE,o charakterze gospodarczym,1 kwartał,2023,3629.0
LUBELSKIE,o charakterze gospodarczym,1 kwartał,2023,2037.0
LUBUSKIE,o charakterze gospodarczym,1 kwartał,2023,2325.0
ŁÓDZKIE,o charakterze gospodarczym,1 kwartał,2023,4137.0
MAŁOPOLSKIE,o charakterze gospodarczym,1 kwartał,2023,9462.0
MAZOWIECKIE,o charakterze gospodarczym,1 kwartał,2023,13035.0
OPOLSKIE,o charakterze gospodarczym,1 kwartał,2023,1204.0
PODKARPACKIE,o charakterze gospodarczym,1 kwartał,2023,1287.0
PODLASKIE,o charakterze gospodarczym,1 kwartał,2023,1460.0
POMORSKIE,o charakterze gospodarczym,1 kwartał,2023,4673.0
ŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2023,16303.0
ŚWIĘTOKRZYSKIE,o charakterze gospodarczym,1 kwartał,2023,1887.0
WARMIŃSKO-MAZURSKIE,o charakterze gospodarczym,1 kwartał,2023,2915.0
WIELKOPOLSKIE,o charakterze gospodarczym,1 kwartał,2023,5022.0
ZACHODNIOPOMORSKIE,o charakterze gospodarczym,1 kwartał,2023,1722.0
POLSKA,o charakterze gospodarczym,1 kwartał,2024,98069.0
DOLNOŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2024,6629.0
KUJAWSKO-POMORSKIE,o charakterze gospodarczym,1 kwartał,2024,3327.0
LUBELSKIE,o charakterze gospodarczym,1 kwartał,2024,2524.0
LUBUSKIE,o charakterze gospodarczym,1 kwartał,2024,1805.0
ŁÓDZKIE,o charakterze gospodarczym,1 kwartał,2024,6434.0
MAŁOPOLSKIE,o charakterze gospodarczym,1 kwartał,2024,28951.0
MAZOWIECKIE,o charakterze gospodarczym,1 kwartał,2024,8800.0
OPOLSKIE,o charakterze gospodarczym,1 kwartał,2024,889.0
PODKARPACKIE,o charakterze gospodarczym,1 kwartał,2024,2139.0
PODLASKIE,o charakterze gospodarczym,1 kwartał,2024,1154.0
POMORSKIE,o charakterze gospodarczym,1 kwartał,2024,4918.0
ŚLĄSKIE,o charakterze gospodarczym,1 kwartał,2024,16949.0
ŚWIĘTOKRZYSKIE,o charakterze gospodarczym,1 kwartał,2024,1948.0
WARMIŃSKO-MAZURSKIE,o charakterze gospodarczym,1 kwartał,2024,3133.0
WIELKOPOLSKIE,o charakterze gospodarczym,1 kwartał,2024,6664.0
ZACHODNIOPOMORSKIE,o charakterze gospodarczym,1 kwartał,2024,1805.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,19211.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1550.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,956.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1019.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,671.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1381.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1490.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,2708.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,542.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,870.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,574.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1156.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,2408.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,580.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,766.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,1590.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2016,950.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,18372.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1497.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,953.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,983.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,626.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1267.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1325.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,2666.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,517.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,812.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,609.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1035.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,2044.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,631.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,750.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1637.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2017,1020.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,16491.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,1404.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,827.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,932.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,579.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,1169.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,1205.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,2349.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,455.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,789.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,513.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,883.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,1834.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,480.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,691.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,1469.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2018,912.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,16820.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,1347.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,852.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,983.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,505.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,1158.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,1147.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,2446.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,426.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,804.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,547.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,949.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,2006.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,556.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,675.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,1479.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2019,940.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,15398.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,1240.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,739.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,871.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,562.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,1001.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,1039.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,2571.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,356.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,687.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,556.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,869.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,1724.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,466.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,616.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,1293.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2020,808.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,15631.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,1474.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,833.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,883.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,616.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,1014.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,1076.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,2211.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,346.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,616.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,570.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,894.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,1722.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,503.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,632.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,1272.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2021,969.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,16082.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1408.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,929.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,819.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,568.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1036.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1094.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,2275.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,327.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,548.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,617.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,949.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1844.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,522.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,612.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1417.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2022,1117.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,15782.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,1351.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,938.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,861.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,547.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,1022.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,1139.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,2326.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,342.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,596.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,561.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,835.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,1987.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,463.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,620.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,1339.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2023,855.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,14543.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,1063.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,810.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,833.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,482.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,918.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,968.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,2415.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,311.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,580.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,484.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,914.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,1674.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,495.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,495.0
WIELKOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,1350.0
ZACHODNIOPOMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji razem,1 kwartał,2024,751.0
POLSKA,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,15890.0
DOLNOŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,1276.0
KUJAWSKO-POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,767.0
LUBELSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,899.0
LUBUSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,544.0
ŁÓDZKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,1203.0
MAŁOPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,1181.0
MAZOWIECKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,2271.0
OPOLSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,440.0
PODKARPACKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,774.0
PODLASKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,468.0
POMORSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,957.0
ŚLĄSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,1927.0
ŚWIĘTOKRZYSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,483.0
WARMIŃSKO-MAZURSKIE,przeciwko bezpieczeństwu powszechnemu i bezpieczeństwu w komunikacji - drogowe,1 kwartał,2016,671.0
